system_id,context,state_mse,control_mae
1013,1,49.90409851074219,10.625064849853516
1013,10,0.6861623525619507,4.656228065490723
1013,20,0.695292592048645,4.634298324584961
1013,30,0.7038098573684692,4.294970989227295
1013,40,0.7169467806816101,4.358734607696533
1013,50,0.7302321195602417,4.425029277801514
2827,1,5.514686107635498,6.9833197593688965
2827,10,0.4120320677757263,4.3941521644592285
2827,20,0.4201749563217163,4.330178737640381
2827,30,0.42361798882484436,4.386332035064697
2827,40,0.43145450949668884,4.454780578613281
2827,50,0.4400094747543335,4.529057025909424
2369,1,1.1886639595031738,4.609598636627197
2369,10,1.0436521768569946,4.457029342651367
2369,20,1.2528104782104492,4.4454803466796875
2369,30,1.1364187002182007,4.289622783660889
2369,40,1.0569826364517212,4.2287278175354
2369,50,1.0772672891616821,4.28740119934082
846,1,10.967843055725098,6.761411190032959
846,10,0.6025148034095764,4.5191755294799805
846,20,0.6194074153900146,4.419203281402588
846,30,0.6328732967376709,4.458964824676514
846,40,0.6453089714050293,4.516313552856445
846,50,0.6579428315162659,4.585010051727295
1699,1,32.604156494140625,6.752046585083008
1699,10,5.488589286804199,5.453800678253174
1699,20,0.634661853313446,5.416673183441162
1699,30,0.6093548536300659,5.188234806060791
1699,40,0.5993663668632507,5.277882099151611
1699,50,0.6152368187904358,5.376092910766602
2418,1,7.305639266967773,4.460939884185791
2418,10,7.521739959716797,5.143666744232178
2418,20,7.605123996734619,3.8925790786743164
2418,30,7.721027374267578,4.1643218994140625
2418,40,7.868440628051758,4.183869361877441
2418,50,8.044005393981934,4.116686820983887
10,1,12.154664993286133,7.1365838050842285
10,10,0.8016067743301392,5.721283912658691
10,20,0.8764496445655823,5.6835150718688965
10,30,0.9077796936035156,5.757704257965088
10,40,0.9324378967285156,5.841141223907471
10,50,0.9568894505500793,5.943105220794678
2027,1,22.257305145263672,7.14121150970459
2027,10,9.741990089416504,5.386740207672119
2027,20,9.655513763427734,5.0873541831970215
2027,30,1.3580089807510376,4.040899276733398
2027,40,1.390567660331726,4.057206153869629
2027,50,1.418528437614441,3.9549405574798584
147,1,1.0499584674835205,4.600801467895508
147,10,1.1087517738342285,4.7354936599731445
147,20,0.9065554738044739,4.7487688064575195
147,30,0.9443750977516174,4.638878345489502
147,40,1.0700347423553467,4.570305824279785
147,50,1.13762366771698,4.583824157714844
146,1,32.16816329956055,6.43524694442749
146,10,6.647599220275879,5.159680366516113
146,20,6.77029275894165,5.1784138679504395
146,30,6.918274879455566,5.249597549438477
146,40,7.04937744140625,5.336066246032715
146,50,7.182218074798584,5.429542064666748
