system_id,context,state_mse,control_mae
1013,1,115.28601837158203,12.218875885009766
1013,10,0.6915536522865295,5.38521671295166
1013,20,0.624618649482727,4.671991348266602
1013,30,0.6349586248397827,4.312956809997559
1013,40,0.6493531465530396,4.383286476135254
1013,50,0.6616400480270386,4.445464134216309
2827,1,6.083105087280273,7.999055862426758
2827,10,0.42265528440475464,4.288518905639648
2827,20,0.42486244440078735,4.1639509201049805
2827,30,0.43537259101867676,4.215712070465088
2827,40,0.4440518319606781,4.280285835266113
2827,50,0.4502721130847931,4.3502960205078125
2369,1,1.1587108373641968,4.507930278778076
2369,10,1.1501637697219849,4.548571586608887
2369,20,1.4284521341323853,4.483292579650879
2369,30,1.4933587312698364,4.411803722381592
2369,40,1.135445237159729,4.218082904815674
2369,50,1.145970106124878,4.27604866027832
846,1,10.522910118103027,6.794439792633057
846,10,0.6230761408805847,4.563369274139404
846,20,0.6352308988571167,4.390402317047119
846,30,0.6470849514007568,4.436344623565674
846,40,0.6590335369110107,4.497169017791748
846,50,0.6716689467430115,4.567364692687988
1699,1,32.69948196411133,6.988977909088135
1699,10,0.5552353262901306,5.241151809692383
1699,20,0.4822531044483185,4.8471574783325195
1699,30,0.496683269739151,5.164155960083008
1699,40,0.48402178287506104,4.714855194091797
1699,50,0.4929143190383911,4.794988632202148
2418,1,10.425826072692871,4.925290584564209
2418,10,7.464316368103027,4.243256568908691
2418,20,7.583810806274414,4.929201126098633
2418,30,0.55620276927948,3.7521302700042725
2418,40,0.5680710673332214,3.8146584033966064
2418,50,0.5788809657096863,3.894843578338623
10,1,11.339852333068848,7.25929069519043
10,10,0.7233904600143433,5.712762832641602
10,20,0.8448529243469238,5.6822052001953125
10,30,0.8596011996269226,5.758918285369873
10,40,0.8709703683853149,5.840786933898926
10,50,0.8863252401351929,5.940559387207031
2027,1,9.392899513244629,5.538205146789551
2027,10,9.603670120239258,5.210700988769531
2027,20,9.563966751098633,4.942434787750244
2027,30,9.576865196228027,5.055127143859863
2027,40,9.760430335998535,5.158023357391357
2027,50,1.3142261505126953,4.51607608795166
147,1,10.55517292022705,6.259829044342041
147,10,1.4373785257339478,4.949679851531982
147,20,0.9084720611572266,4.796145915985107
147,30,1.13982355594635,4.5606913566589355
147,40,1.2056175470352173,4.571208953857422
147,50,1.2487742900848389,4.60173225402832
146,1,67.23690032958984,11.036988258361816
146,10,0.552772581577301,4.457231521606445
146,20,0.5615901350975037,4.519543647766113
146,30,0.5961642265319824,4.333102226257324
146,40,0.603804349899292,4.425113677978516
146,50,0.6135865449905396,4.538914203643799
