system_id,context,state_mse,control_mae
1013,1,35.9769287109375,7.8100080490112305
1013,10,0.8547457456588745,5.051665306091309
1013,20,0.8492081165313721,4.725866794586182
1013,30,0.862928569316864,4.823122501373291
1013,40,0.8707478642463684,4.857819557189941
1013,50,0.8762731552124023,4.843846321105957
2827,1,6.503044128417969,7.799314498901367
2827,10,0.2759873569011688,4.3058319091796875
2827,20,0.2796564996242523,4.1914567947387695
2827,30,0.2916008234024048,4.254207611083984
2827,40,0.29954299330711365,4.3257880210876465
2827,50,0.30411630868911743,4.3923020362854
2369,1,0.989183783531189,4.1051530838012695
2369,10,1.2967499494552612,4.602365493774414
2369,20,1.3392268419265747,4.621777057647705
2369,30,1.407684326171875,4.5582709312438965
2369,40,0.8967514038085938,4.201906204223633
2369,50,0.8997653126716614,4.26483678817749
846,1,7.496986389160156,8.37154483795166
846,10,3.3198845386505127,6.674983024597168
846,20,0.6195002794265747,4.404940128326416
846,30,0.6396605372428894,4.4328155517578125
846,40,0.651558518409729,4.496062278747559
846,50,0.6630613207817078,4.569458961486816
1699,1,48.10988235473633,9.275191307067871
1699,10,0.6194737553596497,6.134973049163818
1699,20,0.4200487434864044,4.7325968742370605
1699,30,0.45835596323013306,5.339663982391357
1699,40,0.45228391885757446,4.568991661071777
1699,50,0.4783180356025696,4.789381504058838
2418,1,10.55836296081543,5.096465587615967
2418,10,0.5162256956100464,4.076879024505615
2418,20,9.726991653442383,4.904017925262451
2418,30,0.5402861833572388,3.749046802520752
2418,40,0.5756354928016663,3.8865983486175537
2418,50,0.5831700563430786,3.898571491241455
10,1,11.29664421081543,7.518783092498779
10,10,0.8587010502815247,5.839931964874268
10,20,1.0535876750946045,5.66239595413208
10,30,1.124216914176941,5.758126258850098
10,40,1.1335029602050781,5.832300662994385
10,50,1.1513667106628418,5.928720474243164
2027,1,6.632472515106201,9.511281967163086
2027,10,9.278491973876953,5.045392990112305
2027,20,6.0107927322387695,7.8901519775390625
2027,30,9.463062286376953,5.014726638793945
2027,40,9.638538360595703,5.096873760223389
2027,50,9.795703887939453,5.229203701019287
147,1,9.630695343017578,8.437694549560547
147,10,10.067415237426758,6.05239200592041
147,20,0.7342798113822937,4.764112949371338
147,30,0.8496880531311035,4.544450759887695
147,40,0.8917295932769775,4.5405592918396
147,50,0.8999993801116943,4.591774940490723
146,1,38.93305587768555,8.545280456542969
146,10,0.7367538213729858,4.026373386383057
146,20,0.7358601093292236,4.1619110107421875
146,30,0.8522977232933044,4.263798236846924
146,40,0.9485012292861938,4.442338466644287
146,50,1.0234177112579346,4.611453056335449
