system_id,context,state_mse,control_mae
1013,1,67.2035140991211,7.504345417022705
1013,10,0.7149084806442261,4.7824835777282715
1013,20,0.6736215949058533,4.406692028045654
1013,30,0.6574628949165344,4.169248104095459
1013,40,0.6713860034942627,4.237695217132568
1013,50,0.6834940910339355,4.312638282775879
2827,1,6.749359607696533,8.30644702911377
2827,10,0.4048764705657959,4.203315258026123
2827,20,0.4151690900325775,4.135280132293701
2827,30,0.43603411316871643,4.208841323852539
2827,40,0.4580398201942444,4.297265529632568
2827,50,0.4832541346549988,4.364983081817627
2369,1,6.670083522796631,7.77292013168335
2369,10,1.0266458988189697,4.205418109893799
2369,20,1.0075544118881226,4.32518196105957
2369,30,1.1295430660247803,4.234579086303711
2369,40,1.0647211074829102,4.212821960449219
2369,50,1.0718953609466553,4.27102518081665
846,1,7.7166900634765625,8.321337699890137
846,10,0.6628451347351074,4.492587089538574
846,20,0.6247178912162781,4.407430171966553
846,30,0.6376736164093018,4.449549198150635
846,40,0.6481246948242188,4.5142364501953125
846,50,0.6558178663253784,4.5858073234558105
1699,1,47.78103256225586,8.763705253601074
1699,10,0.42336305975914,4.9034624099731445
1699,20,0.4209834933280945,4.622926235198975
1699,30,0.43423742055892944,4.826639175415039
1699,40,0.438203901052475,4.594036102294922
1699,50,0.4495251476764679,4.744645118713379
2418,1,24.53293800354004,7.73194694519043
2418,10,0.5440954566001892,3.830930233001709
2418,20,0.6133742332458496,4.40145206451416
2418,30,0.5796112418174744,3.8226609230041504
2418,40,0.6030681729316711,3.8942346572875977
2418,50,0.6184887886047363,3.9703266620635986
10,1,11.013294219970703,7.527625560760498
10,10,0.8769668936729431,5.696813106536865
10,20,0.9166715741157532,5.684414863586426
10,30,0.9447072148323059,5.764364242553711
10,40,0.9481604695320129,5.840044021606445
10,50,0.9619128704071045,5.937450408935547
2027,1,6.99336576461792,8.585407257080078
2027,10,6.854203701019287,8.947399139404297
2027,20,6.883833885192871,10.399504661560059
2027,30,1.3649340867996216,3.9173758029937744
2027,40,1.314858317375183,4.338195323944092
2027,50,1.2661770582199097,4.924100875854492
147,1,8.448478698730469,7.625870704650879
147,10,10.20514965057373,5.754916667938232
147,20,10.595714569091797,5.399303436279297
147,30,1.5375702381134033,4.709355354309082
147,40,1.152179479598999,4.530844688415527
147,50,1.1191964149475098,4.576298236846924
146,1,54.92218780517578,10.381902694702148
146,10,0.7740963697433472,4.341437816619873
146,20,0.7793554067611694,4.417042255401611
146,30,0.8211854100227356,4.469543933868408
146,40,0.8933129906654358,4.628687858581543
146,50,0.9919893741607666,4.819674491882324
