system_id,context,state_mse,control_mae
1013,1,34.818599700927734,7.467740058898926
1013,10,0.6763566136360168,4.184333801269531
1013,20,0.6907272934913635,4.178215503692627
1013,30,0.7040871977806091,4.198472499847412
1013,40,0.7174085378646851,4.2765421867370605
1013,50,0.731992244720459,4.350523948669434
2827,1,6.465311050415039,7.854626178741455
2827,10,0.35115423798561096,4.254379749298096
2827,20,0.35788506269454956,4.178430080413818
2827,30,0.36511483788490295,4.235171794891357
2827,40,0.3721905052661896,4.301096439361572
2827,50,0.37977662682533264,4.3678879737854
2369,1,1.236297845840454,4.992624759674072
2369,10,0.9371064901351929,4.330296993255615
2369,20,0.9832319021224976,4.343993663787842
2369,30,1.1802436113357544,4.349030017852783
2369,40,0.9990565180778503,4.217878341674805
2369,50,1.0182826519012451,4.275474548339844
846,1,10.490364074707031,7.16892147064209
846,10,0.6310971975326538,4.473252296447754
846,20,0.6457991003990173,4.393071174621582
846,30,0.6590308547019958,4.43721866607666
846,40,0.6716824173927307,4.496659278869629
846,50,0.6848118305206299,4.5662760734558105
1699,1,48.21381378173828,9.59272575378418
1699,10,0.482059121131897,5.103728294372559
1699,20,0.42422646284103394,4.738218307495117
1699,30,0.42637282609939575,4.749922752380371
1699,40,0.43980279564857483,4.756058692932129
1699,50,0.44750040769577026,4.830514430999756
2418,1,23.813358306884766,8.105515480041504
2418,10,0.6502965092658997,4.673548698425293
2418,20,0.5394951105117798,4.301348686218262
2418,30,0.5062939524650574,3.782327175140381
2418,40,0.5168014764785767,3.8233718872070312
2418,50,0.5261180400848389,3.8489179611206055
10,1,11.627612113952637,7.384757041931152
10,10,0.9057155847549438,5.694180965423584
10,20,0.9837535619735718,5.673771858215332
10,30,1.0112673044204712,5.7517924308776855
10,40,1.0309756994247437,5.836947917938232
10,50,1.050444483757019,5.9374542236328125
2027,1,9.098958015441895,5.139775276184082
2027,10,9.191715240478516,5.0662312507629395
2027,20,1.384302020072937,3.960756778717041
2027,30,9.496580123901367,5.086007595062256
2027,40,9.6793794631958,5.162893295288086
2027,50,9.878740310668945,5.2832350730896
147,1,10.932456016540527,6.589528560638428
147,10,1.3869293928146362,4.985806941986084
147,20,0.8692272901535034,4.715358734130859
147,30,1.046441912651062,4.522903919219971
147,40,1.096007227897644,4.545555114746094
147,50,1.1042598485946655,4.5900702476501465
146,1,53.12562942504883,11.22666072845459
146,10,0.6009357571601868,4.198875427246094
146,20,0.6131016612052917,4.228513240814209
146,30,0.6210405826568604,4.288661003112793
146,40,0.6329367756843567,4.357433319091797
146,50,0.6446815133094788,4.443500518798828
