system_id,context,state_mse,control_mae
1013,1,53.05842971801758,12.515387535095215
1013,10,0.6890247464179993,4.419045925140381
1013,20,0.697548508644104,4.233259201049805
1013,30,0.7113451957702637,4.184470176696777
1013,40,0.7250151634216309,4.263528823852539
1013,50,0.7403542995452881,4.3804755210876465
2827,1,6.533438205718994,8.391716003417969
2827,10,0.40569329261779785,4.2353057861328125
2827,20,0.3816986083984375,4.235213756561279
2827,30,0.35246697068214417,4.262542247772217
2827,40,0.34658128023147583,4.286672115325928
2827,50,0.3449617028236389,4.354121208190918
2369,1,6.738370895385742,7.335142135620117
2369,10,6.664761066436768,7.77656888961792
2369,20,6.733234882354736,8.027606964111328
2369,30,0.9780909419059753,4.32275915145874
2369,40,0.806280255317688,4.211336612701416
2369,50,0.8335492610931396,4.275312423706055
846,1,6.3563008308410645,8.38996696472168
846,10,0.6627079248428345,4.48286247253418
846,20,0.7039991021156311,4.398800373077393
846,30,0.7057544589042664,4.456725120544434
846,40,0.719910740852356,4.514742851257324
846,50,0.735649824142456,4.581284999847412
1699,1,65.07872772216797,6.878148555755615
1699,10,0.5214312076568604,5.511411190032959
1699,20,0.43272364139556885,4.815715312957764
1699,30,0.4192752540111542,4.76355504989624
1699,40,0.4299473166465759,4.943687915802002
1699,50,0.43636393547058105,4.97775936126709
2418,1,0.5795822143554688,4.450462341308594
2418,10,0.5420501828193665,4.201003551483154
2418,20,0.5500434041023254,4.332195281982422
2418,30,0.5287020802497864,4.074118137359619
2418,40,0.5300285220146179,4.161567687988281
2418,50,0.5264115333557129,4.085635662078857
10,1,11.261505126953125,7.494047164916992
10,10,1.0165342092514038,5.741711616516113
10,20,1.177337646484375,5.670317649841309
10,30,1.1553196907043457,5.741878509521484
10,40,1.1891926527023315,5.828169822692871
10,50,1.2169718742370605,5.929347038269043
2027,1,21.942167282104492,10.306349754333496
2027,10,9.414209365844727,5.058568000793457
2027,20,9.432966232299805,4.908816337585449
2027,30,1.0336354970932007,5.268154144287109
2027,40,5.995409965515137,8.37204360961914
2027,50,1.091011643409729,4.5180559158325195
147,1,6.878223896026611,7.376814842224121
147,10,13.398305892944336,10.126351356506348
147,20,0.8552792072296143,4.674962520599365
147,30,0.8405658006668091,4.634832382202148
147,40,0.9857510924339294,4.567462921142578
147,50,1.049153447151184,4.589947700500488
146,1,33.270591735839844,7.087173938751221
146,10,0.7395685315132141,4.336058139801025
146,20,0.7047517895698547,4.413171291351318
146,30,0.6926633715629578,4.414364337921143
146,40,0.6495391726493835,4.390499114990234
146,50,0.6362432837486267,4.436524391174316
