system_id,context,state_mse,control_mae
1013,1,66.8159408569336,7.227693557739258
1013,10,0.701955258846283,4.31286096572876
1013,20,0.6951546669006348,4.079695224761963
1013,30,0.7067626118659973,4.226579189300537
1013,40,0.7206017374992371,4.289295673370361
1013,50,0.7349271178245544,4.350070953369141
2827,1,6.2157793045043945,7.6463541984558105
2827,10,0.3334778845310211,4.358658313751221
2827,20,0.339690238237381,4.1756792068481445
2827,30,0.3461287319660187,4.2384843826293945
2827,40,0.3528441786766052,4.307265281677246
2827,50,0.3596556484699249,4.372605800628662
2369,1,0.7659751176834106,4.151272773742676
2369,10,1.0695725679397583,4.374842166900635
2369,20,1.1081241369247437,4.433284759521484
2369,30,0.9474208950996399,4.242305278778076
2369,40,0.8922721147537231,4.209463119506836
2369,50,0.9073266983032227,4.27060079574585
846,1,7.633640289306641,7.664963722229004
846,10,4.50800085067749,6.214043617248535
846,20,0.6636379957199097,4.40358304977417
846,30,0.6842162013053894,4.445014476776123
846,40,0.6974469423294067,4.504143714904785
846,50,0.7112998962402344,4.573586940765381
1699,1,47.889923095703125,7.73721170425415
1699,10,0.43191391229629517,4.7685441970825195
1699,20,0.42344117164611816,4.680199146270752
1699,30,0.43130558729171753,4.830398082733154
1699,40,0.43845072388648987,4.766881942749023
1699,50,0.4490128755569458,4.884948253631592
2418,1,24.127614974975586,8.551584243774414
2418,10,0.5714126229286194,3.999927043914795
2418,20,0.5514584183692932,4.1532487869262695
2418,30,0.572807788848877,3.8075063228607178
2418,40,0.5920189023017883,3.8624086380004883
2418,50,0.604645311832428,3.9341938495635986
10,1,11.064229965209961,7.3790812492370605
10,10,0.9427478909492493,5.696444511413574
10,20,1.0741395950317383,5.646810531616211
10,30,1.1150033473968506,5.729689598083496
10,40,1.1386605501174927,5.813901424407959
10,50,1.1608116626739502,5.912271499633789
2027,1,1.9256283044815063,6.061750888824463
2027,10,1.8659340143203735,5.771851539611816
2027,20,1.6128499507904053,5.221691608428955
2027,30,9.460458755493164,5.066183567047119
2027,40,9.642537117004395,5.142864227294922
2027,50,9.838058471679688,5.255699157714844
147,1,20.9296817779541,8.002614974975586
147,10,10.690936088562012,5.821465492248535
147,20,1.3559225797653198,4.746581077575684
147,30,1.228685736656189,4.552900314331055
147,40,1.0657240152359009,4.567427158355713
147,50,1.0911694765090942,4.607436180114746
146,1,56.445743560791016,12.673880577087402
146,10,0.7404142022132874,4.19767427444458
146,20,0.7474551796913147,4.276758670806885
146,30,0.7794830799102783,4.31746244430542
146,40,0.8113146424293518,4.4290852546691895
146,50,0.8586338758468628,4.552854061126709
