system_id,context,state_mse,control_mae
1013,1,48.54061508178711,10.029458999633789
1013,10,0.7311654686927795,5.209684371948242
1013,20,0.6792064309120178,4.433795928955078
1013,30,0.6950483322143555,4.225822925567627
1013,40,0.7085490226745605,4.320268154144287
1013,50,0.7242085933685303,4.3838419914245605
2827,1,0.6922785043716431,6.136742115020752
2827,10,0.33017784357070923,4.545555114746094
2827,20,0.32276543974876404,4.242258071899414
2827,30,0.33610090613365173,4.308382511138916
2827,40,0.3452431559562683,4.372713088989258
2827,50,0.3519324064254761,4.446255207061768
2369,1,6.56242036819458,7.92938756942749
2369,10,1.5626224279403687,4.771487236022949
2369,20,1.7572909593582153,4.784375190734863
2369,30,1.3759827613830566,4.45876407623291
2369,40,0.9915306568145752,4.218710422515869
2369,50,1.0135678052902222,4.275453090667725
846,1,10.873133659362793,6.274057865142822
846,10,3.5489754676818848,6.596202850341797
846,20,0.6188488006591797,4.396495819091797
846,30,0.6258341073989868,4.446631908416748
846,40,0.6380901336669922,4.506054401397705
846,50,0.6513381600379944,4.574514389038086
1699,1,48.08249282836914,8.706218719482422
1699,10,0.6421509385108948,6.242395877838135
1699,20,0.7133445739746094,6.430769443511963
1699,30,0.42471370100975037,4.938190460205078
1699,40,0.42213019728660583,4.672492980957031
1699,50,0.4326411485671997,4.720155715942383
2418,1,24.09668731689453,7.191127300262451
2418,10,9.999282836914062,4.973011493682861
2418,20,7.634922027587891,5.54569673538208
2418,30,0.4915035665035248,3.893737554550171
2418,40,7.848663806915283,4.181750297546387
2418,50,8.03987979888916,4.29034948348999
10,1,11.53984260559082,7.437249660491943
10,10,0.7208290696144104,5.8600873947143555
10,20,0.9735194444656372,5.663881301879883
10,30,0.9819630980491638,5.7397541999816895
10,40,0.9979123473167419,5.824776649475098
10,50,1.0350141525268555,5.928627967834473
2027,1,14.253993034362793,5.812654972076416
2027,10,14.53803825378418,5.7479400634765625
2027,20,9.508056640625,5.011514186859131
2027,30,9.476349830627441,5.073795318603516
2027,40,9.660065650939941,5.1506853103637695
2027,50,9.8480863571167,5.251088619232178
147,1,11.179336547851562,6.445867538452148
147,10,0.9431629776954651,4.564779281616211
147,20,0.8479577898979187,4.6052703857421875
147,30,1.0641026496887207,4.494810104370117
147,40,1.0434647798538208,4.518366813659668
147,50,0.9994627237319946,4.575400352478027
146,1,56.38905334472656,12.208667755126953
146,10,0.5711691975593567,4.667238235473633
146,20,0.5978074669837952,4.517475605010986
146,30,0.632041871547699,4.317888259887695
146,40,0.6380307078361511,4.426320552825928
146,50,0.6456087231636047,4.537315845489502
