system_id,context,state_mse,control_mae
1013,1,167.60838317871094,12.819648742675781
1013,10,7.767383575439453,5.479519844055176
1013,20,0.8757200837135315,4.871139049530029
1013,30,0.791126012802124,4.555035591125488
1013,40,0.7939581274986267,4.586522579193115
1013,50,0.8056945204734802,4.586349010467529
2827,1,6.438387393951416,8.089353561401367
2827,10,0.4393480718135834,4.0093560218811035
2827,20,0.35130587220191956,4.144352436065674
2827,30,0.4045656621456146,4.213555335998535
2827,40,0.4185856878757477,4.299793243408203
2827,50,0.4310409128665924,4.370522499084473
2369,1,4.890376091003418,6.5245866775512695
2369,10,7.019205570220947,7.384771823883057
2369,20,4.988991737365723,7.1454925537109375
2369,30,1.0599457025527954,4.308943271636963
2369,40,0.8608266115188599,4.196535587310791
2369,50,0.8532630801200867,4.250457763671875
846,1,8.093489646911621,8.291679382324219
846,10,0.8209291696548462,4.518886566162109
846,20,0.6891136765480042,4.420354843139648
846,30,0.7189612984657288,4.43913459777832
846,40,0.7302027344703674,4.5025553703308105
846,50,0.7424454689025879,4.574635028839111
1699,1,53.11750793457031,9.344904899597168
1699,10,0.5426421165466309,5.574829578399658
1699,20,0.5127678513526917,5.436199188232422
1699,30,0.4440692663192749,5.268434524536133
1699,40,0.42947229743003845,4.747139930725098
1699,50,0.4409154951572418,4.913247585296631
2418,1,9.938531875610352,4.899289608001709
2418,10,0.7362303733825684,5.051555156707764
2418,20,0.5921377539634705,4.395045757293701
2418,30,0.5472810864448547,3.8676564693450928
2418,40,0.5759536623954773,3.866391181945801
2418,50,0.5895755887031555,3.9943034648895264
10,1,10.206103324890137,8.474932670593262
10,10,1.1624360084533691,5.751917362213135
10,20,1.093480110168457,5.676265716552734
10,30,1.1713875532150269,5.761300563812256
10,40,1.1779565811157227,5.838092803955078
10,50,1.1965007781982422,5.936968803405762
2027,1,6.791055679321289,9.027742385864258
2027,10,6.935448169708252,9.392385482788086
2027,20,8.09826374053955,9.817242622375488
2027,30,9.46761703491211,5.020686149597168
2027,40,9.638528823852539,5.108952045440674
2027,50,9.828301429748535,5.213947772979736
147,1,8.263659477233887,7.588695526123047
147,10,9.316349983215332,9.642727851867676
147,20,28.542621612548828,10.902827262878418
147,30,1.1790217161178589,4.548112869262695
147,40,1.081478476524353,4.543001651763916
147,50,1.022921085357666,4.58967399597168
146,1,93.23115539550781,10.494485855102539
146,10,0.7395551800727844,4.198284149169922
146,20,0.6742926836013794,4.269725322723389
146,30,0.6961117386817932,4.314105033874512
146,40,0.809586226940155,4.515771389007568
146,50,0.9103876948356628,4.715813636779785
